cord_uid,sha,source_x,title,abstract,publish_time,authors,journal
7eflwyxk,e1ae1fce6ed744522728aef322c22b5f239b9157,PMC,Effects of a Non-Conservative Sequence on the Properties of β-glucuronidase from Aspergillus terreus Li-20,"We cloned the β-glucuronidase gene (AtGUS) from Aspergillus terreus Li-20 encoding 657 amino acids (aa), which can transform glycyrrhizin into glycyrrhetinic acid monoglucuronide (GAMG) and glycyrrhetinic acid (GA). Based on sequence alignment, the C-terminal non-conservative sequence showed low identity with those of other species; thus, the partial sequence AtGUS(-3t) (1–592 aa) was amplified to determine the effects of the non-conservative sequence on the enzymatic properties. AtGUS and AtGUS(-3t) were expressed in E. coli BL21, producing AtGUS-E and AtGUS(-3t)-E, respectively. At the similar optimum temperature (55°C) and pH (AtGUS-E, 6.6; AtGUS(-3t)-E, 7.0) conditions, the thermal stability of AtGUS(-3t)-E was enhanced at 65°C, and the metal ions Co(2+), Ca(2+) and Ni(2+) showed opposite effects on AtGUS-E and AtGUS(-3t)-E, respectively. Furthermore, Km of AtGUS(-3t)-E (1.95 mM) was just nearly one-seventh that of AtGUS-E (12.9 mM), whereas the catalytic efficiency of AtGUS(-3t)-E was 3.2 fold higher than that of AtGUS-E (7.16 vs. 2.24 mM s(−1)), revealing that the truncation of non-conservative sequence can significantly improve the catalytic efficiency of AtGUS. Conformational analysis illustrated significant difference in the secondary structure between AtGUS-E and AtGUS(-3t)-E by circular dichroism (CD). The results showed that the truncation of the non-conservative sequence could preferably alter and influence the stability and catalytic efficiency of enzyme.",2012-02-07,"Liu, Yanli; Huangfu, Jie; Qi, Feng; Kaleem, Imdad; E, Wenwen; Li, Chun",PLoS One
g1ob16b9,fb49968febfe6d5e4103cf3d834bb22ea994a341,PMC,Protein sequence analysis based on hydropathy profile of amino acids,"Biology sequence comparison is a fundamental task in computational biology. According to the hydropathy profile of amino acids, a protein sequence is taken as a string with three letters. Three curves of the new protein sequence were defined to describe the protein sequence. A new method to analyze the similarity/dissimilarity of protein sequence was proposed based on the conditional probability of the protein sequence. Finally, the protein sequences of ND6 (NADH dehydrogenase subunit 6) protein of eight species were taken as an example to illustrate the new approach. The results demonstrated that the method is convenient and efficient.",2012-01-27,"Xie, Xiao-li; Zheng, Li-fei; Yu, Ying; Liang, Li-ping; Guo, Man-cai; Song, John; Yuan, Zhi-fa",Journal of Zhejiang University SCIENCE B
0j3efvfe,a2c1a9a13829fc83999db461322319bda6c81530,PMC,Filovirus Tropism: Cellular Molecules for Viral Entry,"In human and non-human primates, filoviruses (Ebola and Marburg viruses) cause severe hemorrhagic fever. Recently, other animals such as pigs and some species of fruit bats have also been shown to be susceptible to these viruses. While having a preference for some cell types such as hepatocytes, endothelial cells, dendritic cells, monocytes, and macrophages, filoviruses are known to be pantropic in infection of primates. The envelope glycoprotein (GP) is responsible for both receptor binding and fusion of the virus envelope with the host cell membrane. It has been demonstrated that filovirus GP interacts with multiple molecules for entry into host cells, whereas none of the cellular molecules so far identified as a receptor/co-receptor fully explains filovirus tissue tropism and host range. Available data suggest that the mucin-like region (MLR) on GP plays an important role in attachment to the preferred target cells, whose infection is likely involved in filovirus pathogenesis, whereas the MLR is not essential for the fundamental function of the GP in viral entry into cells in vitro. Further studies elucidating the mechanisms of cellular entry of filoviruses may shed light on the development of strategies for prophylaxis and treatment of Ebola and Marburg hemorrhagic fevers.",2012-02-06,"Takada, Ayato",Front Microbiol
m57b8g9n,0e82e56decffd22f29d8229da88e38840404ae37,PMC,Replication-Competent Recombinant Porcine Reproductive and Respiratory Syndrome (PRRS) Viruses Expressing Indicator Proteins and Antiviral Cytokines,"Porcine reproductive and respiratory syndrome virus (PRRSV) can subvert early innate immunity, which leads to ineffective antimicrobial responses. Overcoming immune subversion is critical for developing vaccines and other measures to control this devastating swine virus. The overall goal of this work was to enhance innate and adaptive immunity following vaccination through the expression of interferon (IFN) genes by the PRRSV genome. We have constructed a series of recombinant PRRS viruses using an infectious PRRSV cDNA clone (pCMV-P129). Coding regions of exogenous genes, which included Renilla luciferase (Rluc), green and red fluorescent proteins (GFP and DsRed, respectively) and several interferons (IFNs), were constructed and expressed through a unique subgenomic mRNA placed between ORF1b and ORF2 of the PRRSV infectious clone. The constructs, which expressed Rluc, GFP, DsRed, efficiently produced progeny viruses and mimicked the parental virus in both MARC-145 cells and porcine macrophages. In contrast, replication of IFN-expressing viruses was attenuated, similar to the level of replication observed after the addition of exogenous IFN. Furthermore, the IFN expressing viruses inhibited the replication of a second PRRS virus co-transfected or co-infected. Inhibition by the different IFN subtypes corresponded to their anti-PRRSV activity, i.e., IFNω5 ° IFNα1 > IFN-β > IFNδ3. In summary, the indicator-expressing viruses provided an efficient means for real-time monitoring of viral replication thus allowing high‑throughput elucidation of the role of host factors in PRRSV infection. This was shown when they were used to clearly demonstrate the involvement of tumor susceptibility gene 101 (TSG101) in the early stage of PRRSV infection. In addition, replication‑competent IFN-expressing viruses may be good candidates for development of modified live virus (MLV) vaccines, which are capable of reversing subverted innate immune responses and may induce more effective adaptive immunity against PRRSV infection.",2012-01-18,"Sang, Yongming; Shi, Jishu; Sang, Wenjing; Rowland, Raymond R. R.; Blecha, Frank",Viruses
jhetyd9t,412833ef524797198177f582425f82e45c0f7a06,PMC,A Co-Opted DEAD-Box RNA Helicase Enhances Tombusvirus Plus-Strand Synthesis,"Replication of plus-strand RNA viruses depends on recruited host factors that aid several critical steps during replication. In this paper, we show that an essential translation factor, Ded1p DEAD-box RNA helicase of yeast, directly affects replication of Tomato bushy stunt virus (TBSV). To separate the role of Ded1p in viral protein translation from its putative replication function, we utilized a cell-free TBSV replication assay and recombinant Ded1p. The in vitro data show that Ded1p plays a role in enhancing plus-strand synthesis by the viral replicase. We also find that Ded1p is a component of the tombusvirus replicase complex and Ded1p binds to the 3′-end of the viral minus-stranded RNA. The data obtained with wt and ATPase deficient Ded1p mutants support the model that Ded1p unwinds local structures at the 3′-end of the TBSV (−)RNA, rendering the RNA compatible for initiation of (+)-strand synthesis. Interestingly, we find that Ded1p and glyceraldehyde-3-phosphate dehydrogenase (GAPDH), which is another host factor for TBSV, play non-overlapping functions to enhance (+)-strand synthesis. Altogether, the two host factors enhance TBSV replication synergistically by interacting with the viral (−)RNA and the replication proteins. In addition, we have developed an in vitro assay for Flock house virus (FHV), a small RNA virus of insects, that also demonstrated positive effect on FHV replicase activity by the added Ded1p helicase. Thus, two small RNA viruses, which do not code for their own helicases, seems to recruit a host RNA helicase to aid their replication in infected cells.",2012-02-16,"Kovalev, Nikolay; Pogany, Judit; Nagy, Peter D.",PLoS Pathog
8au7ee79,5b87c5054e29782b51940d6ab29ce3ca2b27d54b,PMC,Transmission of Infectious Diseases En Route to Habitat Hotspots,"BACKGROUND: The spread of infectious diseases in wildlife populations is influenced by patterns of between-host contacts. Habitat “hotspots” - places attracting a large numbers of individuals or social groups - can significantly alter contact patterns and, hence, disease propagation. Research on the importance of habitat hotspots in wildlife epidemiology has primarily focused on how inter-individual contacts occurring at the hotspot itself increase disease transmission. However, in territorial animals, epidemiologically important contacts may primarily occur as animals cross through territories of conspecifics en route to habitat hotspots. So far, the phenomenon has received little attention. Here, we investigate the importance of these contacts in the case where infectious individuals keep visiting the hotspots and in the case where these individuals are not able to travel to the hotspot any more. METHODOLOGY AND PRINCIPAL FINDINGS: We developed a simulation epidemiological model to investigate both cases in a scenario when transmission at the hotspot does not occur. We find that (i) hotspots still exacerbate epidemics, (ii) when infectious individuals do not travel to the hotspot, the most vulnerable individuals are those residing at intermediate distances from the hotspot rather than nearby, and (iii) the epidemiological vulnerability of a population is the highest when the number of hotspots is intermediate. CONCLUSIONS AND SIGNIFICANCE: By altering animal movements in their vicinity, habitat hotspots can thus strongly increase the spread of infectious diseases, even when disease transmission does not occur at the hotspot itself. Interestingly, when animals only visit the nearest hotspot, creating additional artificial hotspots, rather than reducing their number, may be an efficient disease control measure.",2012-02-20,"Benavides, Julio; Walsh, Peter D.; Meyers, Lauren Ancel; Raymond, Michel; Caillaud, Damien",PLoS One
dcid9emx,7e889eb3dc54b352c2689b84be7a52f121f80b56,PMC,The Dispanins: A Novel Gene Family of Ancient Origin That Contains 14 Human Members,"The Interferon induced transmembrane proteins (IFITM) are a family of transmembrane proteins that is known to inhibit cell invasion of viruses such as HIV-1 and influenza. We show that the IFITM genes are a subfamily in a larger family of transmembrane (TM) proteins that we call Dispanins, which refers to a common 2TM structure. We mined the Dispanins in 36 eukaryotic species, covering all major eukaryotic groups, and investigated their evolutionary history using Bayesian and maximum likelihood approaches to infer a phylogenetic tree. We identified ten human genes that together with the known IFITM genes form the Dispanin family. We show that the Dispanins first emerged in eukaryotes in a common ancestor of choanoflagellates and metazoa, and that the family later expanded in vertebrates where it forms four subfamilies (A–D). Interestingly, we also find that the family is found in several different phyla of bacteria and propose that it was horizontally transferred to eukaryotes from bacteria in the common ancestor of choanoflagellates and metazoa. The bacterial and eukaryotic sequences have a considerably conserved protein structure. In conclusion, we introduce a novel family, the Dispanins, together with a nomenclature based on the evolutionary origin.",2012-02-20,"Sällman Almén, Markus; Bringeland, Nathalie; Fredriksson, Robert; Schiöth, Helgi B.",PLoS One
ewx5xhrb,1e6d38b98619d0d315d728291e97acde6c0012e1,PMC,Health System Resource Gaps and Associated Mortality from Pandemic Influenza across Six Asian Territories,"BACKGROUND: Southeast Asia has been the focus of considerable investment in pandemic influenza preparedness. Given the wide variation in socio-economic conditions, health system capacity across the region is likely to impact to varying degrees on pandemic mitigation operations. We aimed to estimate and compare the resource gaps, and potential mortalities associated with those gaps, for responding to pandemic influenza within and between six territories in Asia. METHODS AND FINDINGS: We collected health system resource data from Cambodia, Indonesia (Jakarta and Bali), Lao PDR, Taiwan, Thailand and Vietnam. We applied a mathematical transmission model to simulate a “mild-to-moderate” pandemic influenza scenario to estimate resource needs, gaps, and attributable mortalities at province level within each territory. The results show that wide variations exist in resource capacities between and within the six territories, with substantial mortalities predicted as a result of resource gaps (referred to here as “avoidable” mortalities), particularly in poorer areas. Severe nationwide shortages of mechanical ventilators were estimated to be a major cause of avoidable mortalities in all territories except Taiwan. Other resources (oseltamivir, hospital beds and human resources) are inequitably distributed within countries. Estimates of resource gaps and avoidable mortalities were highly sensitive to model parameters defining the transmissibility and clinical severity of the pandemic scenario. However, geographic patterns observed within and across territories remained similar for the range of parameter values explored. CONCLUSIONS: The findings have important implications for where (both geographically and in terms of which resource types) investment is most needed, and the potential impact of resource mobilization for mitigating the disease burden of an influenza pandemic. Effective mobilization of resources across administrative boundaries could go some way towards minimizing avoidable deaths.",2012-02-21,"Rudge, James W.; Hanvoravongchai, Piya; Krumkamp, Ralf; Chavez, Irwin; Adisasmito, Wiku; Ngoc Chau, Pham; Phommasak, Bounlay; Putthasri, Weerasak; Shih, Chin-Shui; Stein, Mart; Timen, Aura; Touch, Sok; Reintjes, Ralf; Coker, Richard",PLoS One
neeftptx,,PMC,Epidemiology and viral etiologies of Severe Acute Respiratory Infections (SARI) in the Northern Vietnam,,2011-01-10,"Hien, Nguyen Tran; Thi Thuong, Nguyen; Thiem, Vu Dinh; Minh, Nguyen Quang; Duong, Tran Nhu",BMC Proc
mbzh5nkf,f40566adbe02f7863f8af2d5859b5fe1591447e2,PMC,Impact of different influenza cultivation conditions on HA N-Glycosylation,,2011-11-22,"Roedig, Jana V; Rapp, Erdmann; Genzel, Yvonne; Reichl, Udo",BMC Proc
leiuve0f,287b4b2c901245bed1de98fac0db2a28b97f16d1,PMC,Isolation of active peptides from plant hydrolysates that promote Vero cells growth in stirred cultures,,2011-11-22,"Rourou, Samia; Hssiki, Rym; Kallel, Héla",BMC Proc
b6gte5u0,b1d4318370f0bf32b2c6afded3ef07c1a37abe7a,PMC,First Dating of a Recombination Event in Mammalian Tick-Borne Flaviviruses,"The mammalian tick-borne flavivirus group (MTBFG) contains viruses associated with important human and animal diseases such as encephalitis and hemorrhagic fever. In contrast to mosquito-borne flaviviruses where recombination events are frequent, the evolutionary dynamic within the MTBFG was believed to be essentially clonal. This assumption was challenged with the recent report of several homologous recombinations within the Tick-borne encephalitis virus (TBEV). We performed a thorough analysis of publicly available genomes in this group and found no compelling evidence for the previously identified recombinations. However, our results show for the first time that demonstrable recombination (i.e., with large statistical support and strong phylogenetic evidences) has occurred in the MTBFG, more specifically within the Louping ill virus lineage. Putative parents, recombinant strains and breakpoints were further tested for statistical significance using phylogenetic methods. We investigated the time of divergence between the recombinant and parental strains in a Bayesian framework. The recombination was estimated to have occurred during a window of 282 to 76 years before the present. By unravelling the temporal setting of the event, we adduce hypotheses about the ecological conditions that could account for the observed recombination.",2012-02-22,"Bertrand, Yann; Töpel, Mats; Elväng, Annelie; Melik, Wessam; Johansson, Magnus",PLoS One
hvaie7ay,ef7110a9022bac2e50c995b0f6b826ff071e48f8,PMC,Isothermal Amplification Using a Chemical Heating Device for Point-of-Care Detection of HIV-1,"BACKGROUND: To date, the use of traditional nucleic acid amplification tests (NAAT) for detection of HIV-1 DNA or RNA has been restricted to laboratory settings due to time, equipment, and technical expertise requirements. The availability of a rapid NAAT with applicability for resource-limited or point-of-care (POC) settings would fill a great need in HIV diagnostics, allowing for timely diagnosis or confirmation of infection status, as well as facilitating the diagnosis of acute infection, screening and evaluation of infants born to HIV-infected mothers. Isothermal amplification methods, such as reverse-transcription, loop-mediated isothermal amplification (RT-LAMP), exhibit characteristics that are ideal for POC settings, since they are typically quicker, easier to perform, and allow for integration into low-tech, portable heating devices. METHODOLOGY/SIGNIFICANT FINDINGS: In this study, we evaluated the HIV-1 RT-LAMP assay using portable, non-instrumented nucleic acid amplification (NINA) heating devices that generate heat from the exothermic reaction of calcium oxide and water. The NINA heating devices exhibited stable temperatures throughout the amplification reaction and consistent amplification results between three separate devices and a thermalcycler. The performance of the NINA heaters was validated using whole blood specimens from HIV-1 infected patients. CONCLUSION: The RT-LAMP isothermal amplification method used in conjunction with a chemical heating device provides a portable, rapid and robust NAAT platform that has the potential to facilitate HIV-1 testing in resource-limited settings and POC.",2012-02-23,"Curtis, Kelly A.; Rudolph, Donna L.; Nejad, Irene; Singleton, Jered; Beddoe, Andy; Weigl, Bernhard; LaBarre, Paul; Owen, S. Michele",PLoS One
4894nxf9,86366062b2921e8884917629533153c0596490e4,PMC,Design and management of an orthopaedic bone bank in the Netherlands,"The design and management of an orthopaedic bone bank is a complex process in which medical organisation and legislation intertwine. Neither in the Netherlands, nor in any other European country, there are official guidelines for the organisation and management of an orthopaedic bone bank. In the Netherlands, the recently modified ‘law of security and quality for using human materials’ (WVKL) dictates requirements for technical and organisational aspects for the use of human tissue and cells. The bone bank procedures include a thorough questionnaire for donor selection, extensive serological, bacteriological and histopathological examination, as well as standard procedures for registration, processing, preservation, storage and distribution of bone allografts. This article describes the organisation of an accredited bone bank and can be used as a proposition for an official guideline or can be useful as an example for other orthopaedic bone banks in Europe.",2010-11-13,"Zwitser, Eline W.; Jiya, Timothy U.; George Licher, H.; van Royen, Barend J.",Cell Tissue Bank
3wok0n21,4cc4711e7794e52f303fdd8557dd175e71989c7b,PMC,Dectin-1 and DC-SIGN Polymorphisms Associated with Invasive Pulmonary Aspergillosis Infection,"The recognition of pathogen-derived structures by C-type lectins and the chemotactic activity mediated by the CCL2/CCR2 axis are critical steps in determining the host immune response to fungi. The present study was designed to investigate whether the presence of single nucleotide polymorphisms (SNPs) within DC-SIGN, Dectin-1, Dectin-2, CCL2 and CCR2 genes influence the risk of developing Invasive Pulmonary Aspergillosis (IPA). Twenty-seven SNPs were selected using a hybrid functional/tagging approach and genotyped in 182 haematological patients, fifty-seven of them diagnosed with proven or probable IPA according to the 2008 EORTC/MSG criteria. Association analysis revealed that carriers of the Dectin-1 (rs3901533 T/T) and Dectin-1 (rs7309123 G/G) genotypes and DC-SIGN (rs4804800 G), DC-SIGN (rs11465384 T), DC-SIGN (7248637 A) and DC-SIGN (7252229 C) alleles had a significantly increased risk of IPA infection (OR = 5.59 95%CI 1.37–22.77; OR = 4.91 95%CI 1.52–15.89; OR = 2.75 95%CI 1.27–5.95; OR = 2.70 95%CI 1.24–5.90; OR = 2.39 95%CI 1.09–5.22 and OR = 2.05 95%CI 1.00–4.22, respectively). There was also a significantly increased frequency of galactomannan positivity among patients carrying the Dectin-1 (rs3901533_T) allele and Dectin-1 (rs7309123_G/G) genotype. In addition, healthy individuals with this latter genotype showed a significantly decreased level of Dectin-1 mRNA expression compared to C-allele carriers, suggesting a role of the Dectin-1 (rs7309123) polymorphism in determining the levels of Dectin-1 and, consequently, the level of susceptibility to IPA infection. SNP-SNP interaction (epistasis) analysis revealed significant interactions models including SNPs in Dectin-1, Dectin-2, CCL2 and CCR2 genes, with synergistic genetic effects. Although these results need to be further validated in larger cohorts, they suggest that Dectin-1, DC-SIGN, Dectin-2, CCL2 and CCR2 genetic variants influence the risk of IPA infection and might be useful in developing a risk-adapted prophylaxis.",2012-02-27,"Sainz, Juan; Lupiáñez, Carmen Belén; Segura-Catena, Juana; Vazquez, Lourdes; Ríos, Rafael; Oyonarte, Salvador; Hemminki, Kari; Försti, Asta; Jurado, Manuel",PLoS One
0d3vy87b,86e3f31b72109395a9dd02071bf83aeb7fa6803c,PMC,Lethal Nipah Virus Infection Induces Rapid Overexpression of CXCL10,"Nipah virus (NiV) is a recently emerged zoonotic Paramyxovirus that causes regular outbreaks in East Asia with mortality rate exceeding 75%. Major cellular targets of NiV infection are endothelial cells and neurons. To better understand virus-host interaction, we analyzed the transcriptome profile of NiV infection in primary human umbilical vein endothelial cells. We further assessed some of the obtained results by in vitro and in vivo methods in a hamster model and in brain samples from NiV-infected patients. We found that NiV infection strongly induces genes involved in interferon response in endothelial cells. Among the top ten upregulated genes, we identified the chemokine CXCL10 (interferon-induced protein 10, IP-10), an important chemoattractant involved in the generation of inflammatory immune response and neurotoxicity. In NiV-infected hamsters, which develop pathology similar to what is seen in humans, expression of CXCL10 mRNA was induced in different organs with kinetics that followed NiV replication. Finally, we showed intense staining for CXCL10 in the brain of patients who succumbed to lethal NiV infection during the outbreak in Malaysia, confirming induction of this chemokine in fatal human infections. This study sheds new light on NiV pathogenesis, indicating the role of CXCL10 during the course of infection and suggests that this chemokine may serve as a potential new marker for lethal NiV encephalitis.",2012-02-29,"Mathieu, Cyrille; Guillaume, Vanessa; Sabine, Amélie; Ong, Kien Chai; Wong, Kum Thong; Legras-Lachuer, Catherine; Horvat, Branka",PLoS One
x4hdxx1t,5881e62ed1be0eec6603b49cf10c413d3c1e560f,PMC,Influenza Virus Respiratory Infection and Transmission Following Ocular Inoculation in Ferrets,"While influenza viruses are a common respiratory pathogen, sporadic reports of conjunctivitis following human infection demonstrates the ability of this virus to cause disease outside of the respiratory tract. The ocular surface represents both a potential site of virus replication and a portal of entry for establishment of a respiratory infection. However, the properties which govern ocular tropism of influenza viruses, the mechanisms of virus spread from ocular to respiratory tissue, and the potential differences in respiratory disease initiated from different exposure routes are poorly understood. Here, we established a ferret model of ocular inoculation to explore the development of virus pathogenicity and transmissibility following influenza virus exposure by the ocular route. We found that multiple subtypes of human and avian influenza viruses mounted a productive virus infection in the upper respiratory tract of ferrets following ocular inoculation, and were additionally detected in ocular tissue during the acute phase of infection. H5N1 viruses maintained their ability for systemic spread and lethal infection following inoculation by the ocular route. Replication-independent deposition of virus inoculum from ocular to respiratory tissue was limited to the nares and upper trachea, unlike traditional intranasal inoculation which results in virus deposition in both upper and lower respiratory tract tissues. Despite high titers of replicating transmissible seasonal viruses in the upper respiratory tract of ferrets inoculated by the ocular route, virus transmissibility to naïve contacts by respiratory droplets was reduced following ocular inoculation. These data improve our understanding of the mechanisms of virus spread following ocular exposure and highlight differences in the establishment of respiratory disease and virus transmissibility following use of different inoculation volumes and routes.",2012-03-01,"Belser, Jessica A.; Gustin, Kortney M.; Maines, Taronna R.; Pantin-Jackwood, Mary J.; Katz, Jacqueline M.; Tumpey, Terrence M.",PLoS Pathog
09locmnw,3e035bd3c87d15ec4bca05cd13551c70d1bc5e78,PMC,Placement of Leucine Zipper Motifs at the Carboxyl Terminus of HIV-1 Protease Significantly Reduces Virion Production,"Natural HIV-1 protease (PR) is homodimeric. Some researchers believe that interactions between HIV-1 Gag-Pol molecules trigger the activation of embedded PR (which mediates Gag and Gag-Pol cleavage), and that Gag-Pol assembly domains outside of PR may contribute to PR activation by influencing PR dimer interaction in a Gag-Pol context. To determine if the enhancement of PR dimer interaction facilitates PR activation, we placed single or tandem repeat leucine zippers (LZ) at the PR C-terminus, and looked for a correlation between enhanced Gag processing efficiency and increased Gag-PR-LZ multimerization capacity. We found significant reductions in virus-like particles (VLPs) produced by HIV-1 mutants, with LZ fused to the end of PR as a result of enhanced Gag cleavage efficiency. Since VLP production can be restored to wt levels following PR activity inhibition, this assembly defect is considered PR activity-dependent. We also found a correlation between the LZ enhancement effect on Gag cleavage and enhanced Gag-PR multimerization. The results suggest that PR dimer interactions facilitated by forced Gag-PR multimerization lead to premature Gag cleavage, likely a result of premature PR activation. Our conclusion is that placement of a heterologous dimerization domain downstream of PR enhances PR-mediated Gag cleavage efficiency, implying that structural conformation, rather than the primary sequence outside of PR, is a major determinant of HIV-1 PR activation.",2012-03-01,"Pan, Yen-Yu; Wang, Shiu-Mei; Huang, Kuo-Jung; Chiang, Chien-Cheng; Wang, Chin-Tien",PLoS One
kcmpxd45,4d8adeeb1fe589ae408e41fcefd0e55d07f88413,PMC,"Year in review in Intensive Care Medicine 2011: I. Nephrology, epidemiology, nutrition and therapeutics, neurology, ethical and legal issues, experimentals",,2012-01-04,"Antonelli, Massimo; Bonten, Marc; Chastre, Jean; Citerio, Giuseppe; Conti, Giorgio; Curtis, J. Randall; De Backer, Daniel; Hedenstierna, Goran; Joannidis, Michael; Macrae, Duncan; Mancebo, Jordi; Maggiore, Salvatore M.; Mebazaa, Alexandre; Preiser, Jean-Charles; Rocco, Patricia; Timsit, Jean-François; Wernerman, Jan; Zhang, Haibo",Intensive Care Med
7vfo98ho,058c0fc94ded8fa4e7a302081c3ea738d16a4b1a,PMC,Using Support Vector Machine and Evolutionary Profiles to Predict Antifreeze Protein Sequences,"Antifreeze proteins (AFPs) are ice-binding proteins. Accurate identification of new AFPs is important in understanding ice-protein interactions and creating novel ice-binding domains in other proteins. In this paper, an accurate method, called AFP_PSSM, has been developed for predicting antifreeze proteins using a support vector machine (SVM) and position specific scoring matrix (PSSM) profiles. This is the first study in which evolutionary information in the form of PSSM profiles has been successfully used for predicting antifreeze proteins. Tested by 10-fold cross validation and independent test, the accuracy of the proposed method reaches 82.67% for the training dataset and 93.01% for the testing dataset, respectively. These results indicate that our predictor is a useful tool for predicting antifreeze proteins. A web server (AFP_PSSM) that implements the proposed predictor is freely available.",2012-02-17,"Zhao, Xiaowei; Ma, Zhiqiang; Yin, Minghao",Int J Mol Sci
9m3s1yd1,cfdac27f152143ecfce91f501ea6a992be428333,PMC,Reliability and External Validity of AMSTAR in Assessing Quality of TCM Systematic Reviews,"Objective. The aim of this study is to measure the reliability and external validity of AMSTAR by applying it to a sample of TCM systematic reviews. Study Design and Methods. We tested the agreement, reliability, construct validity, and feasibility of AMSTAR through comparisons with OQAQ. Statistical analyses were performed by using SPSS 13.0. Results. A random of sample with 41 TCM systematic reviews was selected from a database. The interrater agreement of the individual items of AMSTAR was moderate with a mean kappa of 0.50 (95% CI: 0.26, 0.73). The ICC for AMSTAR against OQAQ (total score of 9 items, excluding item 10) was 0.87 (95% CI: 0.76, 0.93). Conclusions. Although there is room for improvement on few items, the new tool is reliable, valid, and easy to use for methodological quality assessment of systematic reviews on TCM.",2012-02-16,"Kang, Deying; Wu, Yuxia; Hu, Dan; Hong, Qi; Wang, Jialiang; Zhang, Xin",Evid Based Complement Alternat Med
vtp4cwvt,215759b433cf6a1254f6478169267163060d307b,PMC,Innate Immune Response of Human Alveolar Macrophages during Influenza A Infection,"Alveolar macrophages (AM) are one of the key cell types for initiating inflammatory and immune responses to influenza virus in the lung. However, the genome-wide changes in response to influenza infection in AM have not been defined. We performed gene profiling of human AM in response to H1N1 influenza A virus PR/8 using Affymetrix HG-U133 Plus 2.0 chips and verified the changes at both mRNA and protein levels by real-time RT-PCR and ELISA. We confirmed the response with a contemporary H3N2 influenza virus A/New York/238/2005 (NY/238). To understand the local cellular response, we also evaluated the impact of paracrine factors on virus-induced chemokine and cytokine secretion. In addition, we investigated the changes in the expression of macrophage receptors and uptake of pathogens after PR/8 infection. Although macrophages fail to release a large amount of infectious virus, we observed a robust induction of type I and type III interferons and several cytokines and chemokines following influenza infection. CXCL9, 10, and 11 were the most highly induced chemokines by influenza infection. UV-inactivation abolished virus-induced cytokine and chemokine response, with the exception of CXCL10. The contemporary influenza virus NY/238 infection of AM induced a similar response as PR/8. Inhibition of TNF and/or IL-1β activity significantly decreased the secretion of the proinflammatory chemokines CCL5 and CXCL8 by over 50%. PR/8 infection also significantly decreased mRNA levels of macrophage receptors including C-type lectin domain family 7 member A (CLEC7A), macrophage scavenger receptor 1 (MSR1), and CD36, and reduced uptake of zymosan. In conclusion, influenza infection induced an extensive proinflammatory response in human AM. Targeting local components of innate immune response might provide a strategy for controlling influenza A infection-induced proinflammatory response in vivo.",2012-03-02,"Wang, Jieru; Nikrad, Mrinalini P.; Travanty, Emily A.; Zhou, Bin; Phang, Tzulip; Gao, Bifeng; Alford, Taylor; Ito, Yoko; Nahreini, Piruz; Hartshorn, Kevan; Wentworth, David; Dinarello, Charles A.; Mason, Robert J.",PLoS One
gwlslpm5,b7c787725b2a4a3b8b99ede5d7e7c26ffd2dadf1,PMC,Successful treatment of Chlamydophila pneumoniae acute respiratory distress syndrome with extracorporeal membrane oxygenator: a case report and diagnostic review,"INTRODUCTION: Chlamydophila pneumoniae is a respiratory pathogen known to infect the upper and lower respiratory tracts. Infection severity can range from sub-clinical pulmonary infection to acute respiratory distress syndrome. CASE PRESENTATION: A previously healthy 62-year-old Caucasian man was admitted to our hospital for acute respiratory failure. Serum samples obtained every week starting from the day of admission showed clear-cut seroconversion for C. pneumoniae antibodies. All other cultures obtained during the first days of hospitalization were negative. Despite maximal ventilatory support (high positive end expiratory pressure, fraction of inspired oxygen of 1.0, nitric oxide inhalation, neuromuscular blocking agents and prone positioning), our patient remained severely hypoxemic, which led us to initiate an extracorporeal membrane oxygenation treatment. Extracorporeal membrane oxygenation and hemodiafiltration were withdrawn on day 12. Our patient was extubated on day 18 and discharged from our Intensive Care Unit on day 20. He went home a month later. CONCLUSION: We describe the first published case of acute respiratory distress syndrome due to C. pneumoniae infection successfully treated by extracorporeal membrane oxygenation, a very useful tool in this syndrome. A quick and specific method for the definite diagnosis of Chlamydophila infection should be developed.",2012-01-17,"De Bels, David; Gottignies, Philippe; Reynders, Marijke; Roques, Sébastien; Wilmin, Stephan; Deyi, Véronique-Yvette Miendje; Jamart, Sophie; Devriendt, Jacques",J Med Case Reports
